Family,Binomial,Title,Author,Volume,Year,Page,In key,Binomial only,Binomial with occurrence record(s)/specimens,In synonymy,Unstructured diagnosis (comparative),Structured description,Habitat description,Ocurrence,Range description,Image
Poaceae,Chloris pycnothrix,Just's botanischer jahresbericht. Systematisch geordnetes repertorium der botanischen literatur aller länder. ,,"Jahrg. 36, Abt. 3 (1908)",1908,Page 86,,,,,,,,,,
Poaceae,Chloris pycnothrix,Mitteilungen der Bayerischen Botanischen Gesellschaft zur Erforschung der Heimischen Flora (E.V.) ,Bayerische Botanische Gesellschaft zur Erforschung der Heimischen Flora.,Bd.3 1913-1921,1913-1921,Page 417,,,,,,,,,,
Poaceae,Chloris pycnothrix,Mitteilungen der Botanischen Staatssammlung München. ,"Suessenguth, Karl, Botanische Staatssammlung München.",v. 18 1982,1982,Page 194,,,,,,,,,,
Poaceae,Chloris pycnothrix,"Natal plants : descriptions and figures of Natal indigenous plants, with notes on their distribution economic value, native names, etc., etc. By J. Medley Wood and Maurice S. Evans. ","Wood, John Medley,Evans, Maurice Smethurst,",v.5 (1908) [incomplete],1908,Page 35,,,,,,,,,,
Poaceae,Chloris pycnothrix,"Natal plants : descriptions and figures of Natal indigenous plants, with notes on their distribution economic value, native names, etc., etc. By J. Medley Wood and Maurice S. Evans. ","Wood, John Medley,Evans, Maurice Smethurst,",v.5 (1908) [incomplete],1908,Pl. 435,,,,,,,,,,
Poaceae,Chloris pycnothrix,"Naturwissenschaftliche Reise nach Mossambique : auf befehl Seiner Majestät des königs Friedrich Wilhelm IV, in den jahren 1842 bis 1848 ausgeführt ","Peters, Wilhelm C. H. (Wilhelm C. Hartwig),",v. 2,1864,Page 556,,,,,,,,,,
Poaceae,Chloris pycnothrix,Plant inventory; plant material introduced. ,"Agricultural Research Center (Beltsville, Md.) Agricultural Research Center-West (U.S.). Northeastern Region. United States. Agricultural Research Service. Horticultural Crops Research Branch. United States. Science and Education Administration. Federal Research.",no.157-160 (1956-1957),1956-1957,Page 39,,,,,,,,,,
Poaceae,Chloris pycnothrix,Plant inventory; plant material introduced. ,"Agricultural Research Center (Beltsville, Md.) Agricultural Research Center-West (U.S.). Northeastern Region. United States. Agricultural Research Service. Horticultural Crops Research Branch. United States. Science and Education Administration. Federal Research.",no.161-163 (1958-1964),1958-1964,Page 17,,,,,,,,,,
Poaceae,Chloris pycnothrix,Plant inventory; plant material introduced. ,"Agricultural Research Center (Beltsville, Md.) Agricultural Research Center-West (U.S.). Northeastern Region. United States. Agricultural Research Service. Horticultural Crops Research Branch. United States. Science and Education Administration. Federal Research.",no.161-163 (1958-1964),1958-1964,Page 81,,,,,,,,,,
Poaceae,Chloris pycnothrix,Plant inventory; plant material introduced. ,"Agricultural Research Center (Beltsville, Md.) Agricultural Research Center-West (U.S.). Northeastern Region. United States. Agricultural Research Service. Horticultural Crops Research Branch. United States. Science and Education Administration. Federal Research.",no.161-163 (1958-1964),1958-1964,Page 221,,,,,,,,,,
Poaceae,Chloris pycnothrix,Plant inventory; plant material introduced. ,"Agricultural Research Center (Beltsville, Md.) Agricultural Research Center-West (U.S.). Northeastern Region. United States. Agricultural Research Service. Horticultural Crops Research Branch. United States. Science and Education Administration. Federal Research.",no.161-163 (1958-1964),1958-1964,Page 295,,,,,,,,,,
Poaceae,Chloris pycnothrix,Plant inventory; plant material introduced. ,"Agricultural Research Center (Beltsville, Md.) Agricultural Research Center-West (U.S.). Northeastern Region. United States. Agricultural Research Service. Horticultural Crops Research Branch. United States. Science and Education Administration. Federal Research.",no.161-163 (1958-1964),1958-1964,Page 80,,,,,,,,,,
Poaceae,Chloris pycnothrix,Plant inventory; plant material introduced. ,"Agricultural Research Center (Beltsville, Md.) Agricultural Research Center-West (U.S.). Northeastern Region. United States. Agricultural Research Service. Horticultural Crops Research Branch. United States. Science and Education Administration. Federal Research.",no.161-163 (1958-1964),1958-1964,Page 103,,,,,,,,,,
Poaceae,Chloris pycnothrix,Plant inventory; plant material introduced. ,"Agricultural Research Center (Beltsville, Md.) Agricultural Research Center-West (U.S.). Northeastern Region. United States. Agricultural Research Service. Horticultural Crops Research Branch. United States. Science and Education Administration. Federal Research.",no.171-173 (1968-1969),1968-1969,Page 236,,,,,,,,,,
Poaceae,Chloris pycnothrix,Proceedings of the Botanical Society of the British Isles. ,Botanical Society of the British Isles.,v.5(1963-1964),1963-1964,Page 157,,,,,,,,,,
Poaceae,Chloris pycnothrix,Repertorium specierum novarum regni vegetabilis. ,,v.14 (1914-1916),1914-1916,Page 371,,,,,,,,,,
Poaceae,Chloris pycnothrix,Rodriguésia: Revista do Jardim Botânico do Rio de Janeiro ,,"37, 1985",1985,Page 11,,,,,,,,,,
Poaceae,Chloris pycnothrix,Rodriguésia: Revista do Jardim Botânico do Rio de Janeiro ,,"37, 1985",1985,Page 14,,,,,,,,,,
Poaceae,Chloris pycnothrix,Rodriguésia: Revista do Jardim Botânico do Rio de Janeiro ,,"37, 1985",1985,Page 19,,,,,,,,,,
Poaceae,Chloris pycnothrix,Rodriguésia: Revista do Jardim Botânico do Rio de Janeiro ,,"58,",2007,Page 170,,,,,,,,,,
Poaceae,Chloris pycnothrix,Rodriguésia: Revista do Jardim Botânico do Rio de Janeiro ,,"58,",2007,Page 174,,,,,,,,,,
Poaceae,Chloris pycnothrix,Smithsonian contributions to botany. ,Smithsonian Institution.,no.98 (2012),2012,Page 725,,,yes,,,,,,,
Poaceae,Chloris pycnothrix,Smithsonian contributions to botany. ,Smithsonian Institution.,no.98 (2012),2012,Page 1187,,yes,,,,,,,,
Poaceae,Chloris pycnothrix,Smithsonian contributions to botany. ,Smithsonian Institution.,no.103 (2016),2016,Page 15,yes,,,,,,,,,
Poaceae,Chloris pycnothrix,Smithsonian contributions to botany. ,Smithsonian Institution.,no.103 (2016),2016,Page 63,,,,,,,,,,yes
Poaceae,Chloris pycnothrix,South African journal of science. ,South African Association for the Advancement of Science.,v. 14 (1917),1917,Page 154,,,,,,,,,,
Poaceae,Chloris pycnothrix,South African journal of science. ,South African Association for the Advancement of Science.,v. 18 (1921-1922),1921-1922,Page 358,,,,,,,,,,
Poaceae,Chloris pycnothrix,"Species Graminum, ","Trinius, Karl Bernhard,",v.3,1828,Page 308,,,,,,,,,,
Poaceae,Chloris pycnothrix,"Species Graminum, ","Trinius, Karl Bernhard,",v.3,1828,Page 309,,,,,,,,,,
Poaceae,Chloris pycnothrix,Synopsis plantarum glumacearum. ,"Steudel, Ernst Gottlieb,",pars.1 (1855),1855,Page 205,,,,,,,,,,
Poaceae,Chloris pycnothrix,Transactions of the South African Philosophical Society. ,"Royal Society of South Africa.Herrick, Francis Hobart,",v.18(1907-1909),1907,Page 264,,,,,,,,,,
Poaceae,Chloris pycnothrix,you hua zhi wu ke zhi shuang zi ye zhi wu ,"Hutchinson, J. (John)",2,,Page 434,,,,,,,,,,
Poaceae,Chloris pycnothrix,you hua zhi wu ke zhi shuang zi ye zhi wu ,"Hutchinson, J. (John)",2,,Page 463,,,,,,,,,,
Poaceae,Chloris pycnothrix,Zeitschrift für Säugetierkunde : im Auftrage der Deutschen Gesellschaft für Säugetierkunde e.V. ,Deutsche Gesellschaft für Säugetierkunde Deutsche Gesellschaft für Säugetierkunde.,v.24-25 (1959-1960),1959-1960,Page 44,,,,,,,,,,
Poaceae,Chloris pycnothrix,Zeitschrift für Säugetierkunde : im Auftrage der Deutschen Gesellschaft für Säugetierkunde e.V. ,Deutsche Gesellschaft für Säugetierkunde Deutsche Gesellschaft für Säugetierkunde.,v.24-25 (1959-1960),1959-1960,Page 47,,,,,,,,,,
Poaceae,Chloris pycnothrix,Zeitschrift für Säugetierkunde : im Auftrage der Deutschen Gesellschaft für Säugetierkunde e.V. ,Deutsche Gesellschaft für Säugetierkunde Deutsche Gesellschaft für Säugetierkunde.,v.24-25 (1959-1960),1959-1960,Page 54,,,,,,,,,,
Poaceae,Chloris pycnothrix,Zeitschrift für Säugetierkunde : im Auftrage der Deutschen Gesellschaft für Säugetierkunde e.V. ,Deutsche Gesellschaft für Säugetierkunde Deutsche Gesellschaft für Säugetierkunde.,v.28-29 (1963-1964),1964,Page 318,,,,,,,,,,
Poaceae,Chloris pycnothrix,Zeitschrift für Säugetierkunde : im Auftrage der Deutschen Gesellschaft für Säugetierkunde e.V. ,Deutsche Gesellschaft für Säugetierkunde Deutsche Gesellschaft für Säugetierkunde.,v.28-29 (1963-1964),1964,Page 319,,,,,,,,,,
Poaceae,Diheteropogon filifolius,Grasses of Southern Africa ,"G. E. Gibbs Russel, L. Watson, M. Koekemoer, L. Smook, N. P. Barker, H. M. Anderson, M. J. Dallwitz",(go to volume),1990,Page 115,yes,,,,,,,,,
Poaceae,Diheteropogon filifolius,Grasses of Southern Africa ,"G. E. Gibbs Russel, L. Watson, M. Koekemoer, L. Smook, N. P. Barker, H. M. Anderson, M. J. Dallwitz",(go to volume),1990,Page 425,,list,,,,,,,,
Poaceae,Diheteropogon filifolius,IUCN Directory of Afrotropical Protected Areas ,,1987,1987,Page 1018,,index,,,,,,,,
Poaceae,Diheteropogon filifolius,IUCN Directory of Afrotropical Protected Areas ,,1987,1987,Page 769,,text,,,,,,,,
Poaceae,Leptochloa mucronata,Abhandlungen der Königlichen Gesellschaft der Wissenschaften zu Göttingen. ,Akademie der Wissenschaften in Göttingen,v.7 (1856-1857),1856-1857,Page 261,,,,,,,,,,
Poaceae,Leptochloa mucronata,Abhandlungen der Königlichen Gesellschaft der Wissenschaften zu Göttingen. ,Akademie der Wissenschaften in Göttingen,v.12 (1864-1866),1864-1866,Page 16,,,,,,,,,,
Poaceae,Leptochloa mucronata,Acta Botánica Mexicana ,"Instituto de Ecología, A C.",no.106 (2014),2014,Page 82,,,,yes,,,,,,
Poaceae,Leptochloa mucronata,The agricultural grasses and forage plants of the United States ... ,"Vasey, George,Richardson, Clifford,",no.32,1889,Page 139,,,,,,,,,,
Poaceae,Leptochloa mucronata,The agricultural grasses and forage plants of the United States; and such foreign kinds as have been introduced. ,"Vasey, George. Richardson, Clifford, United States. Division of Botany.",copy 1,1889,Page 139,,,,,,,,,,
Poaceae,Leptochloa mucronata,"The agricultural grasses of the United States, ","Vasey, George. Richardson, Clifford, United States. Division of Botany.",(go to volume),1884,Page 83,,,,,,,,,,
Poaceae,Leptochloa mucronata,"The agricultural grasses of the United States, ","Vasey, George. Richardson, Clifford, United States. Division of Botany.",no.32,1884,Page 83,,,,,,,,,,
Poaceae,Leptochloa mucronata,"The agricultural grasses of the United States, ","Vasey, George. Richardson, Clifford, United States. Division of Botany.",no.32,1884,Page 139,,,,,,,,,,
Poaceae,Leptochloa mucronata,"The American botanist and florist, including lessons in the structure, life growth of plants, together with a simple analytical flora, descriptive of the native and cultivated plants growing in the Atlantic division of the American union. ","Wood, Alphonso,",(go to volume),1900,Page 406,,,,,,,,,,
Poaceae,Leptochloa mucronata,"The American farmer ; a complete agricultural library, with useful facts for the household, devoted to farming in all its departments and details ... / ","Flint, Charles Louis, Miles, Manly.",1,1882,Page 172,,,,,,,,,,
Poaceae,Leptochloa mucronata,"American farming and stock raising, with useful facts for the household, devoted to farming in all its departments, ","Flint, Charles Louis,",v.1 (1892),1892,Page 173,,,,,,,,,,
Poaceae,Leptochloa mucronata,American grasses / ,"Scribner, Frank Lamson,",v.1 (1897),1897,Page 237,,,,,,,,,,drawing
Poaceae,Leptochloa mucronata,American grasses / ,"Scribner, Frank Lamson,",v.3 (1900),1900,Page 196,,,,,,,,,,
Poaceae,Leptochloa mucronata,American grasses / ,"Lamson-Scribner, F.United States. Division of Agrostology.",(go to volume),1897,Page 237,,,,,,,,,,
Poaceae,Leptochloa mucronata,American grasses / ,"Lamson-Scribner, F. United States. Division of Agrostology.",1,1897,Page 237,,,,,,,,,,
Poaceae,Leptochloa mucronata,American grasses. I. (Illustrated) I. (Illustrated) ,"Lamson-Scribner, F.",(go to volume),1900,Page 225,,,,,,,,,,
Poaceae,Leptochloa mucronata,"Anales de la Academia de Ciencias Médicas, Físicas y Naturales de la Habana. ","Academia de Ciencias Médicas, Físicas y Naturales de La Habana.",v.8 1871-1872,1871,Page 158,,,,,,,,,,
Poaceae,Leptochloa mucronata,Anales del Museo Nacional de Historia Natural de Buenos Aires. ,Museo Nacional de Historia Natural de Buenos Aires.,"ser. 3, t.14 (t.21) 1911",1911-1923,Page 188,,,,,,,,,,
Poaceae,Leptochloa mucronata,Anales del Museo Nacional de Historia Natural de Buenos Aires. ,Museo Nacional de Historia Natural de Buenos Aires.,t.29 1917,1911-1923,Page 106,,,,,,,,,,
Poaceae,Leptochloa mucronata,Anales del Museo Nacional de Historia Natural de Buenos Aires. ,Museo Nacional de Historia Natural de Buenos Aires.,t.29 1917,1911-1923,Page 150,,,,,,,,,,
