Family,Binomial,Title,Author,Volume,Year,Page,In key,Binomial only,Binomial with occurrence record(s)/specimens,In synonymy,Unstructured diagnosis (comparative),Structured description,Habitat description,Ocurrence,Range description,Image
Rubiaceae,Dolichopentas decora,"Tropicos: Kårehed, J. & B. Bremer. 2007. The systematics of Knoxieae (Rubiaceae)-molecular data and their taxonomic consequences. Taxon 56(4): 1–26.",.,,,,,,,,,,,,,
Rubiaceae,Pavetta cinereifolia,Hortus dyckensis : ou catalogue des plantes cultivées dans les jardins de Dyck. ,"zu Salm-Reifferscheid-Dyck, Joseph",1,1834,Page 196,,list,,,,,,,,
Sapotaceae,Neolemonniera batesii,Tropicos: AFPD. 2008. African Flowering Plants Database - Base de Donnees des Plantes a Fleurs D'Afrique.,,,,,,,,,,,,,,
Thymelaeaceae,Craterosiphon scandens,Annales du Jardin botanique de Buitenzorg. ,Kebun Raya Indonesia,v.29 (1916),1916,Page 22,,,[French] yes,,,,,,,
Thymelaeaceae,Craterosiphon scandens,Annales du Jardin botanique de Buitenzorg. ,Kebun Raya Indonesia,v.29 (1916),1916,Page 24,,[French] text,,,,,,,,
Thymelaeaceae,Craterosiphon scandens,Annales du Jardin botanique de Buitenzorg. ,Kebun Raya Indonesia,v.29 (1916),1916,Page 25,,[French] text,,,,,,,,
Thymelaeaceae,Craterosiphon scandens,"Botanische Jahrbücher für Systematik, Pflanzengeschichte und Pflanzengeographie. ","Engler, Adolf,",v.19(1894-1895),1894-1895,Page 275,,,,,[Latin] yes,,,yes,,
Thymelaeaceae,Craterosiphon scandens,"Botanische Jahrbücher fur Systematik, Pflanzengeschichte und Pflanzengeographie. ",,v.19 (1895),1895,Page 275,,same as above,,,,,,,,
Thymelaeaceae,Craterosiphon scandens,"Botanische Jahrbücher fur Systematik, Pflanzengeschichte und Pflanzengeographie. ",,v.23 (1897),1897,Page 204,,text,,,,,,,,
Thymelaeaceae,Craterosiphon scandens,Botanisches Zentralblatt; referierendes Organ für das Gesamtgebiet der Botanik. ,"Association internationale des botanistes. Botanischer Verein, Munich. Botaniska sällskapet, Stockholm. Deutsche Botanische Gesellschaft.","jahrg. 36, bd. 129 (1915)",1915,Page 132,,[German] text,,,,,,,,
Thymelaeaceae,Craterosiphon scandens,Comptes rendus hebdomadaires des séances de l'Académie des sciences. ,Académie des sciences (France)Centre national de la recherche scientifique (France),t.156 (1913),1913,Page 399,,[French] text,,,,,,,,
Thymelaeaceae,Craterosiphon scandens,Flora of tropical Africa / ,"Oliver, Daniel,",v.6:sect.1 (1909-1913) [Nyc.-Eup.],1909-1913,Page 248,,,,,,yes,,yes,,
Thymelaeaceae,Craterosiphon scandens,Index Kewensis plantarum phanerogamarum. nomina et synonyma omnium generum et specierum ab initio anni MDCCCCXXXI usque ad finem anni MDCCCCXXXV complectens / Supplementum nonum : Supplementum nonum : ,"Hill, Arthur W. (Arthur William), Sir Royal Botanic Gardens, Kew.",Suppl. 9,,Page 77,,list,,,,,,,,
Thymelaeaceae,Craterosiphon scandens,Just's botanischer jahresbericht. Systematisch geordnetes repertorium der botanischen literatur aller länder. ,,"Jahrg. 42, Abt. 1 (1914)",1914,Page 782,,[German] text,,,,,,,,
Thymelaeaceae,Craterosiphon scandens,"Die Natürlichen Pflanzenfamilien nebst ihren Gattungen und wichtigeren Arten, insbesondere den Nutzpflanzen, unter Mitwirkung zahlreicher hervorragender Fachgelehrten begründet ","Engler, Adolf, Krause, Kurt, Pilger, Robert Knuds Friedrich, Prantl, Karl Anton Eugen,","Teil 3, Abt. 6-6a",1887,Page 233,,[German] text,,,,,,,,
Thymelaeaceae,Craterosiphon scandens,Die Vegetation der Erde :Sammlung pflanzengeographischer Monographien / ,"Engler, Adolf,Drude, Oscar,",v. 9 pt. 3 no. 2,1921,Page 641,,[German] text,,,,,,,,
Thymelaeaceae,Craterosiphon scandens,"Wissenschaftliche ergebnisse der Deutschen Zentral-Africa-Expedition, 1907-1908 : unter Führung Adolf Friedrichs, herzogs zu Mecklenburg. ","Adolf Friedrich, Duke of Mecklenburg-Schwerin,",Bd.2 (1914),1914,Page 578,,,yes,,,,,,,
Thymelaeaceae,Craterosiphon scandens,"Wissenschaftliche ergebnisse der Deutschen Zentral-Africa-Expedition, 1907-1908 : unter Führung Adolf Friedrichs, herzogs zu Mecklenburg. ","Adolf Friedrich, Duke of Mecklenburg-Schwerin,",Bd.2 (1914),1914,Page 682,,index,,,,,,,,
Thymelaeaceae,Craterosiphon scandens,"Wissenschaftliche ergebnisse der Deutschen Zentral-Africa-Expedition, 1907-1908 : unter Führung Adolf Friedrichs, herzogs zu Mecklenburg. ","Adolf Friedrich, Duke of Mecklenburg-Schwerin,",Bd.2 (1914),1914,Page 685,,[German] text,,,,,,,,
Thymelaeaceae,Craterosiphon scandens,"Wissenschaftliche ergebnisse der Deutschen Zentral-Africa-Expedition, 1907-1908 : unter Führung Adolf Friedrichs, herzogs zu Mecklenburg. ","Adolf Friedrich, Duke of Mecklenburg-Schwerin,",Bd.2 (1914),1914,Page 699,,index,,,,,,,,
Araceae,Cercestis congoensis,"Conspectus floræ Africæ, ou Énumération des plantes d'Afrique, ","Durand, Th. (Théophile),Schinz, Hans,",v. 5,1895,Page 475,,,yes,,,,,,,
Araceae,Cercestis congoensis,Flora of tropical Africa / ,"Oliver, Daniel,",v.8 (1901-1902) [Pon.-Cyp.],1901-1902,Page 181,,,,,,yes,,yes,,
Araceae,Cercestis congoensis,Das Pflanzenreich :regni vegetablilis conspectus / ,"Engler, Adolf,",heft 48(1911),1911,Page 118,,,,,[Latin] yes,,,yes,,
Araceae,Cercestis congoensis,Sylloge florae congolanae [Phanerogamae] / ,"Durand, Th. (Théophile),Durand, Hélène.",(go to volume),1909,Page 590,,,,,,,,,yes,
Araceae,Culcasia angolensis,"Botanische Jahrbücher für Systematik, Pflanzengeschichte und Pflanzengeographie. ","Engler, Adolf,",v.15(1893),1893,Page 447,,,,,[Latin] yes,,,yes,,
Araceae,Culcasia angolensis,"Botanische Jahrbücher fur Systematik, Pflanzengeschichte und Pflanzengeographie. ",,v.15 (1893),1893,Page 448,,,,,[Latin] yes,,,yes,,
Araceae,Culcasia angolensis,Bulletin de la Société royale de botanique de Belgique. ,Société royale de botanique de Belgique.,"t. 50, Index t. 26-49 (1921)",1921,Page 139,,index,,,,,,,,
Araceae,Culcasia angolensis,Bulletin de la Société royale de botanique de Belgique. ,Société royale de botanique de Belgique.,v.51 (1912),1912,Page 138,,list,,,,,,,,
Araceae,Culcasia angolensis,Bulletin de la Société royale de botanique de Belgique. ,Société royale de botanique de Belgique.,v.51 (1912),1912,Page 203,,list,,,,,,,,
Araceae,Culcasia angolensis,Bulletin de l'Herbier Boissier. ,Herbier Boissier.,ser.2 v.1 1900-1901,1893-1908,Page 56,,,yes,,,,,,,
Araceae,Culcasia angolensis,Bulletin de l'Herbier Boissier. ,Herbier Boissier.,ser.2 v.1 1900-1901,1893-1908,Page 1329,,list,,,,,,,,
Araceae,Culcasia angolensis,"Bulletin du Jardin botanique de l'état, Bruxelles. Bulletin van de Rijksplantentuin, Brussel. ",Jardin botanique de l'Etat (Belgium),v.2 (1910),1910,Page 587,,,yes,,,,,,,
Araceae,Culcasia angolensis,"Bulletin du Muséum National d'Histoire Naturelle Sér. 3, Botanique ",Muséum national d'histoire naturelle (France),v.29-35 (1977-1978),1977-1978,Page 46,,list,,,,,,,,
Araceae,Culcasia angolensis,"Bulletin du Muséum National d'Histoire Naturelle Section B,Adansonia, botanique, phytochimie ",Muséum national d'histoire naturelle (France),v.13-14 (1991-1992),1992,Page 138,,ecological table,,,,,,,,
Araceae,Culcasia angolensis,"Bulletin du Muséum National d'Histoire Naturelle Section B,Adansonia, botanique, phytochimie ",Muséum national d'histoire naturelle (France),v.13-14 (1991-1992),1992,Page 143,,ecological table,,,,,,,,
Araceae,Culcasia angolensis,"Bulletin du Muséum National d'Histoire Naturelle Section B,Adansonia, botanique, phytochimie ",Muséum national d'histoire naturelle (France),v.13-14 (1991-1992),1992,Page 146,,ecological table,,,,,,,,
Araceae,Culcasia angolensis,"Bulletin du Muséum National d'Histoire Naturelle Section B,Adansonia, botanique, phytochimie ",Muséum national d'histoire naturelle (France),v.13-14 (1991-1992),1992,Page 154,,ecological table,,,,,,,,
Araceae,Culcasia angolensis,"Bulletin du Muséum National d'Histoire Naturelle Section B,Adansonia, botanique, phytochimie ",Muséum national d'histoire naturelle (France),v.13-14 (1991-1992),1992,Page 164,,ecological table,,,,,,,,
Araceae,Culcasia angolensis,"Bulletin du Muséum National d'Histoire Naturelle Section B,Adansonia, botanique, phytochimie ",Muséum national d'histoire naturelle (France),v.13-14 (1991-1992),1992,Page 169,,ecological table,,,,,,,,
Araceae,Culcasia angolensis,Catalogue of the African plants ,"British Museum (Natural History). Department of Botany. Hiern, William P. (William Philip), Rendle, A. B. (Alfred Barton), Welwitsch, Friedrich,",v.2 pt.1,1896,Page 90,,,,,yes,,,yes,,
Araceae,Culcasia angolensis,"Conspectus floræ Africæ, ou Énumération des plantes d'Afrique, ","Durand, Th. (Théophile),Schinz, Hans,",v. 5,1895,Page 471,,,yes,,,,,,,
Araceae,Culcasia angolensis,Études de systématique et de géographie botaniques sur la flore du Bas- et du Moyen-Congo ,"Wildeman, E. de",t.1:fasc.1-3(1903-1905),1904,Page 98,,,yes,,,,,,,
Araceae,Culcasia angolensis,Études de systématique et de géographie botaniques sur la flore du Bas- et du Moyen-Congo ,"Wildeman, E. de",t.2 (1907-1908),1907,Page 16,,,yes,,,,,,,
Araceae,Culcasia angolensis,Études de systématique et de géographie botaniques sur la flore du Bas- et du Moyen-Congo ,"Wildeman, E. de",t.2 (1907-1908),1907,354,,index,,,,,,,,
Araceae,Culcasia angolensis,Études de systématique et de géographie botaniques sur la flore du Bas- et du Moyen-Congo ,"Wildeman, E. de",t.3:fasc.1-2 (1909-1910),1910,Page 167,,,yes,,,,,,,
Araceae,Culcasia angolensis,Études de systématique et de géographie botaniques sur la flore du Bas- et du Moyen-Congo ,"Wildeman, E. de",t.3:fasc.3 (1912),1912,Page 519,,index,,,,,,,,
Araceae,Culcasia angolensis,Flora of tropical Africa / ,"Oliver, Daniel,",v.8 (1901-1902) [Pon.-Cyp.],1901-1902,Page 174,,,,,,yes,,,yes,
Araceae,Culcasia angolensis,Flora of tropical Africa / ,"Oliver, Daniel,",v.8 (1901-1902) [Pon.-Cyp.],1901-1902,Page 178,,,,,,yes,,,yes,
Araceae,Culcasia angolensis,Just's botanischer jahresbericht. Systematisch geordnetes repertorium der botanischen literatur aller länder. ,,"Jahrg. 27, Abt. 1 (1899)",1899,(go to page),,list,,,,,,,,
Araceae,Culcasia angolensis,Das Pflanzenreich :regni vegetablilis conspectus / ,"Engler, Adolf,",heft 21(1905),1905,Page 300,,,,,,yes,,,yes,
Araceae,Culcasia angolensis,"Die Pflanzenwelt Afrikas, insbesondere seiner tropischen Gebiete : Grundzge der Pflanzenverbreitung im Afrika und die Charakterpflanzen Afrikas / ","Engler, Adolf,",2,1910,Page 239,,text,,,,,,,,
Araceae,Culcasia angolensis,"Die Pflanzenwelt Afrikas, insbesondere seiner tropischen Gebiete : Grundzge der Pflanzenverbreitung im Afrika und die Charakterpflanzen Afrikas / ","Engler, Adolf,",v.01 pt.02-03,1910,Page 744,,text,,,,,,,,
Araceae,Culcasia angolensis,Sitzungsberichte der Königlich Preussischen Akademie der Wissenschaften zu Berlin. ,Deutsche Akademie der Wissenschaften zu Berlin.,Juli-Dec 1908,1908,Page 827,,text,,,,,,,,
Araceae,Culcasia angolensis,Sylloge florae congolanae [Phanerogamae] / ,"Durand, Th. (Théophile),Durand, Hélène.",(go to volume),1909,Page 587,,,yes,,,,,,,
Araceae,Culcasia angolensis,Die Vegetation der Erde :Sammlung pflanzengeographischer Monographien / ,"Engler, Adolf, Drude, Oscar,",v. 9 pt. 1 no. 2-3,1910,Page 647,,text,,,,,,,,
Araceae,Culcasia angolensis,Die Vegetation der Erde :Sammlung pflanzengeographischer Monographien / ,"Engler, Adolf, Drude, Oscar,",v. 9 pt. 1 no. 2-3,1910,Page 656,,text,,,,,,,,
Araceae,Culcasia angolensis,Die Vegetation der Erde :Sammlung pflanzengeographischer Monographien / ,"Engler, Adolf, Drude, Oscar,",v. 9 pt. 1 no. 2-3,1910,Page 744,,text,,,,,,,,
Araceae,Culcasia angolensis,Die Vegetation der Erde :Sammlung pflanzengeographischer Monographien / ,"Engler, Adolf, Drude, Oscar,",v. 9 pt. 1 no. 2-3,1910,Page 747,,text,,,,,,,,
Araceae,Culcasia angolensis,Die Vegetation der Erde :Sammlung pflanzengeographischer Monographien / ,"Engler, Adolf, Drude, Oscar,",v. 9 pt. 2,1908,Page 239,,text,,,,,,,,
Araceae,Culcasia angolensis,Whitefly of the world : a systematic catalogue of the Aleyrodidae (Homoptera) with host plant and natural enemy data / ,"Mound, Laurence Alfred, Halsey, S. H. British Museum (Natural History)",1978,1978,Page 47,,,,,,,,,,
Araceae,Culcasia angolensis,Whitefly of the world : a systematic catalogue of the Aleyrodidae (Homoptera) with host plant and natural enemy data / ,"Mound, Laurence Alfred, Halsey, S. H. British Museum (Natural History)",1978,1978,Page 55,,,,,,,,,,
Araceae,Culcasia angolensis,Whitefly of the world : a systematic catalogue of the Aleyrodidae (Homoptera) with host plant and natural enemy data / ,"Mound, Laurence Alfred, Halsey, S. H. British Museum (Natural History)",1978,1978,Page 56,,,,,,,,,,
Araceae,Culcasia angolensis,"Wissenschaftliche Ergebnisse der zweiten Deutschen Zentral-Afrika-Expedition, 1910-1911, unter Führung Adolf Friedrichs. ","Deutsche Zentral-Afrika-Expedition (2nd : 1910-1911), Adolf Friedrich, Duke of Mecklenburg-Schwerin, Hamburgische Wissenschaftliche Stiftung.",Bd.2,1922,Page 52,,,,,,,,,,
Araceae,Culcasia angolensis,"Wissenschaftliche Ergebnisse der zweiten Deutschen Zentral-Afrika-Expedition, 1910-1911, unter Führung Adolf Friedrichs. ","Deutsche Zentral-Afrika-Expedition (2nd : 1910-1911), Adolf Friedrich, Duke of Mecklenburg-Schwerin, Hamburgische Wissenschaftliche Stiftung.",Bd.2,1922,Page 179,,,,,,,,,,
Araceae,Stylochaeton hypogaeus,Annales des sciences naturelles. Botanique. Botanique.,,ser.2:t.2 (1834),1834,Page 185,,,,,,[Latin] yes,yes,yes,,
Araceae,Stylochaeton hypogaeus,Annales des sciences naturelles. Botanique. Botanique.,,ser.2:t.2 (1834),1834,Page 384,,listed,,,,,,,,
Araceae,Stylochaeton hypogaeus,"Aroideae, 1. 1. ","Schott, H. W. (Heinrich Wilhelm),",(go to volume),1853,Page 10,,,,,[Latin] yes,,,,,
Araceae,Stylochaeton hypogaeus,"Dictionnaire universel d'histoire naturelle : résumant et complétant tous les faits présentés par les encyclopédies, les anciens dictionnaires scientifiques, les Oeuvres complètes de Buffon, et les meilleurs traités spéciaux sur les diverses branches des sciences nautrelles ; donnant la description des etres et des divers phénomènes de la nature, l'étymologie et la définition des noms scientifiques, et les principales applications des corps organiques et inorganiques à l'agriculture, à la médecine, aux arts industriels, etc. / ","Orbigny, Charles Dessalines d',",v. 12 1848 (Stellion-Vancouverie),1848,Page 81,,text,,,,,,,,
Araceae,Stylochaeton hypogaeus,Dictionnaire universel d'histoire naturelle. ,"Orbigny, Charles Dessalines d',",v. 13 - Nouvelle Edition (Spic-Thwaitesia),1867,Page 140,,text: same as above,,,,,,,,
Araceae,Stylochaeton hypogaeus,"Enumeratio plantarum omnium hucusque cognitarum : secundum familias naturales disposita, adjectis characteribus, differentiis et synonymis ","Kunth, Karl Sigismund,",v.3 (1841),1841,Page 634,,index,,,,,,,,
Araceae,Stylochaeton hypogaeus,Malpighia :rassegna mensuale di botanica. ,"Borzi, Antonino, Penzig, O. (Otto), Pirotta, Romualdo,",v.18 (1904),1904,Page 165,,text,,,,,,,,
Araceae,Stylochaeton hypogaeus,"Niger flora; or, An enumeration of the plants of western tropical Africa, ","Hooker, William Jackson, Sir, Bentham, George, Hooker, Joseph Dalton, Vogel, Julius Rudolph Theodor, Webb, Philip Barker,",(go to volume),1849,Page 527,,in text,,,,,,,,
Araceae,Stylochaeton hypogaeus,Das Pflanzenreich :regni vegetablilis conspectus / ,"Engler, Adolf,",heft 73-74(1920),1920,Page 38,,citing reference,,,,,,,,
Araceae,Stylochaeton hypogaeus,Das Pflanzenreich :regni vegetablilis conspectus / ,"Engler, Adolf,",heft 73-74(1920),1920,Page 39,,,,,,[Latin} yes,,yes,,
Araceae,Stylochaeton hypogaeus,Das Pflanzenreich :regni vegetablilis conspectus / ,"Engler, Adolf,",heft 73-74(1920),1920,Page 273,,index,,,,,,,,
Araceae,Stylochaeton hypogaeus,"Synopsis plantarum :seu, Enumeratio systematica plantarum plerumque adhuc cognitarum cum differentiis specificis et synonymis selectis ad modum Persoonii elaborata / ","Dietrich, David Nathanael Friedrich,",1852 v.5,1852,Page 349,,,yes,,,,,,,
Asparagaceae,Albuca nigritana,Annals of the Missouri Botanical Garden ,Henry Shaw School of Botany. Graduate Laboratory. Missouri Botanical Garden.,v.74 (1987),1987,Page 136,,text,,,,,,,,
Asparagaceae,Albuca nigritana,Annals of the Missouri Botanical Garden ,Henry Shaw School of Botany. Graduate Laboratory. Missouri Botanical Garden.,v.74 (1987),1988,Page 197,,list,,,,,,,,
Asparagaceae,Dracaena congoensis,"Bulletin du Muséum National d'Histoire Naturelle Section B,Adansonia, botanique, phytochimie ",Muséum national d'histoire naturelle (France),v.13-14 (1991-1992),1992,Page 147,,list,,,,,,,,
Asparagaceae,Dracaena congoensis,Index Kewensis plantarum phanerogamarum. nomina et synonyma omnium generum et specierum ab initio anni MDCCCCXI usque ad finem anni MDCCCCXV complectens / Supplementum quintum : Supplementum quintum : ,"Prain, D.Royal Botanic Gardens, Kew.",Suppl. 5,,Page 200,,list,,,,,,,,
Asparagaceae,Dracaena cristula,The Bradley bibliography; a guide to the literature of the woody plants of the world published before the beginning of the twentieth century; ,"Rehder, Alfred, Sargent, Charles Sprague,",v.3,1911-1918,Page 336,,,yes,,,,,,,
Asparagaceae,Dracaena cristula,Bulletin of miscellaneous information. Additional Series ,"Royal Botanic Gardens, Kew.",v.4 (1900),1900,Page 163,,,,,yes,,,,,
Asparagaceae,Eriospermum abyssinicum,"Botanische Jahrbücher fur Systematik, Pflanzengeschichte und Pflanzengeographie. ",,v.38 (1907),1907,Page 64,,text,,,,,,,,
Asparagaceae,Eriospermum abyssinicum,Botanische Untersuchungen. ,"Fries, Rob. E. (Robert Elias),",Heft 1-3 (1914-1921),1916,Page 227,,,[German] yes,,,,,,,
Asparagaceae,Eriospermum abyssinicum,British Central Africa; an attempt to give some account of a portion of the territories under British influence north of the Zambezi. ,"Johnston, Harry Hamilton, Sir,",(go to volume),1897,Page 273,,,yes,,,,,,,
Asparagaceae,Eriospermum abyssinicum,Bulletin de l'Herbier Boissier. ,Herbier Boissier.,v.5 1897,1893-1908,Page 881,,index,,,,,,,,
Asparagaceae,Eriospermum abyssinicum,"Conspectus floræ Africæ, ou Énumération des plantes d'Afrique, ","Durand, Th. (Théophile), Schinz, Hans,",v. 5,1895,Page 339,,index,,,,,,,,
Asparagaceae,Eriospermum abyssinicum,Flora of tropical Africa / ,"Oliver, Daniel,",v.7 (1897-1898) [Hyd.-Lil.],1897-1898,Page 470,yes,,,,,,,,,
Asparagaceae,Eriospermum abyssinicum,Flora of tropical Africa / ,"Oliver, Daniel,",v.7 (1897-1898) [Hyd.-Lil.],1897-1898,Page 471,,,,,,yes,yes,yes,,
Asparagaceae,Eriospermum abyssinicum,"Index Kewensis plantarum phanerogamarum : nomina et synonym omnium generum et specierum a linnaeo usque as annum MDCCLXXXV complectans nomine recepro auctore patria unicuique planta subjectis : sumptibus beati Caroli Roberti Darwin ductu et consilio Josephi D. Hooker. Tomus 1-2 = Index Kewensis : an enumeration of the genera and species of flowering plants from the time of Linnaeus to the year 1885 inclusive together with their authors names, the works in which they were first published, their native countries and thei Tomus 1-2 = Index Kewensis : an enumeration of the genera and species of flowering plants from the time of Linnaeus to the year 1885 inclusive together with their authors names, the works in which they were first published, their native countries and thei ","Darwin, Charles, Hooker, Joseph Dalton, Jackson, Benjamin Daydon Royal Botanic Gardens, Kew.",Vol. 1 pt. 1,1893,Page 353,Error,of Bulbine abyssinica accepted!,,,,,,,,
Asparagaceae,Eriospermum abyssinicum,Just's botanischer jahresbericht. Systematisch geordnetes repertorium der botanischen literatur aller länder. ,,"Jahrg. 4, Abt. 2 (1876)",1876,Page 1325,,list,,,,,,,,
Asparagaceae,Eriospermum abyssinicum,Phytologia. ,"Gleason, Henry A. Gleason, Henry A. (Henry Allan), Moldenke, Alma L. (Alma Lance), Moldenke, Alma Lance. Moldenke, Harold N. (Harold Norman),  ",v.60 (1986),1986,Page 211,,list,,,,,,,,
Asparagaceae,Eriospermum abyssinicum,Verhandlungen des Botanischen Vereins für die Provinz Brandenburg. ,Botanischer Verein der Provinz Brandenburg.,Jahrg.31 1890,1871-1980,Page 216,,[German] text,,,,,,,,
Commelinaceae,Commelina diffusa,Presencia de Commelina diffusa var. gigas (Commelinaceae) en Sudamérica,Bol. Soc. Argent. Bot. v.43 n.1-2 Córdoba ene./jul. 2008,,,Page 148,,,,,,yes sent to pdf (saved)  version,yes,,yes page,
Commelinaceae,Commelina diffusa,Morfologia e anatomia de minas foliares em duas espécies de Commelinaceae Commelina diffusa Burm. f. e Floscopa glabrata (Kunth) Hassk),"Paula Maria ElbI, II, 1; Gladys Flávia Melo-de-PinnaII; Nanuza Luiza de MenezesII",Acta Bot. Bras. vol.24 no.1 São Paulo Jan./Mar. 2010,,,,text,,,,yes sent to pdf (saved)  version,,,,
Commelinaceae,Cyanotis barbata,Abhandlungen der Königlichen Akademie der Wissenschaften zu Berlin. ,Deutsche Akademie der Wissenschaften zu Berlin.,1844,1822,Page 75,,text,,,,,,,,
Commelinaceae,Cyanotis barbata,Anzeiger / ,Akademie der Wissenschaften in Wien. Mathematisch-Naturwissenschaftliche Klasse.,jahrg. 56-57 1919-20,1919,Page 34,,text,,,,,,,,
Commelinaceae,Cyanotis barbata,The botanical magazine = Shokubutsugaku zasshi. ,"Nihon Shokubutsu Gakkai, Tåokyåo Shokubutsu, Gakkai Tokyo Shokubutsu Gakkai",v.30 (1916),1916,Page 374,,list with reference,,,,,,,,
Commelinaceae,Cyanotis barbata,"Botanische Jahrbücher fur Systematik, Pflanzengeschichte und Pflanzengeographie. ",,v.56 (1921),1921,Page 585,,text,,,,,,,,
Commelinaceae,Cyanotis barbata,Bulletin de la Société botanique de Genève. ,Société botanique de Genève.,"ser. 2, v. 13-14 (1921-22)",1921-1922,Page 242,,text,,,,,,,,
Commelinaceae,Cyanotis barbata,Bulletin of miscellaneous information / ,"Royal Botanic Gardens, Kew.",1912,1912,Page 416,,,,,,,,yes,yes,
Commelinaceae,Cyanotis barbata,Bulletin of miscellaneous information. Additional Series ,"Royal Botanic Gardens, Kew.",v.10 (1912),1920,Page 284,,,,,,,,yes,,
Commelinaceae,Cyanotis barbata,Bulletin of the British Museum (Natural History). Botany. Botany.,British Museum (Natural History),v.4 (1965-1973),1965,Page 388,,list,,,,,,,,
Commelinaceae,Cyanotis barbata,Caroli Linnaei ... Systema vegetabilium / ,"Linné, Carl von, Dieterich, Johann Christian, Sprengel, Anton, Sprengel, Kurt Polycarp Joachim, Librariae Dieterichianae.",v.4 (1827),1827,Page 138,Error,Tradescantia barbata different species,,,,,,,,
Commelinaceae,Cyanotis barbata,"Catalogue des plantes de Yun-nan,avec renvoi aux diagnoses originales, observations et descriptions d'espèces nouvelles, ","Léveillé, H. (Hector),",(go to volume),1915-1917,Page 36,,reference,,,,,,,,
Commelinaceae,Cyanotis barbata,"Commelinaceae indicae, imprimis Archipelagi indici, adjectis nonnullis hisce terris alienis; ","Hasskarl, J. K. (Justus Karl),",1870,1870,Page 7,,text,,,,,,,,
Commelinaceae,Cyanotis barbata,Commelynaceae et Cyrtandraceae bengalenses :(Paucis aliis ex terris adjacentibus additis) / ,"Clarke, Charles Baron,",(go to volume),1874,Page 3,,index,,,,,,,,
Commelinaceae,Cyanotis barbata,Commelynaceae et Cyrtandraceae bengalenses :(Paucis aliis ex terris adjacentibus additis) / ,"Clarke, Charles Baron,",(go to volume),1874,Page 4,,index same as above,,,,,,,,
Commelinaceae,Cyanotis barbata,Commelynaceae et Cyrtandraceae bengalenses :(Paucis aliis ex terris adjacentibus additis) / ,"Clarke, Charles Baron,",(go to volume),1874,Page 7,,list,,,,,,,,
Commelinaceae,Cyanotis barbata,Commelynaceae et Cyrtandraceae bengalenses :(Paucis aliis ex terris adjacentibus additis) / ,"Clarke, Charles Baron,",(go to volume),1874,Page 55,,,,,yes,,yes,yes,,
Commelinaceae,Cyanotis barbata,Commelynaceae et Cyrtandraceae bengalenses :(Paucis aliis ex terris adjacentibus additis) / ,"Clarke, Charles Baron,",(go to volume),1874,Page 57,page repeats info,,,,yes,,yes,yes,,
Commelinaceae,Cyanotis barbata,"Conspectus floræ Africæ, ou Énumération des plantes d'Afrique, ","Durand, Th. (Théophile), Schinz, Hans,",v. 5,1895,Page 423,,,yes,,,,,,,
Commelinaceae,Cyanotis barbata,"Conspectus floræ Africæ, ou Énumération des plantes d'Afrique, ","Durand, Th. (Théophile), Schinz, Hans,",v. 5,1895,Page 435,Error not found,,,,,,,,,
Commelinaceae,Cyanotis barbata,Contributions from the United States National Herbarium ,United States National Herbarium.,v.45(2003),2003,Page 48,,,yes,,,,,,,
Commelinaceae,Cyanotis barbata,Contributions to the flora of Siam ,"Craib, William Grant",(go to volume),1912,Page 20,,,,,,,yes,yes,,
Commelinaceae,Cyanotis barbata,Contributions to the flora of Siam ... / by William Grant Craib ... ,"Craib, William Grant.",2,1912,Page 20,,,,,,,yes,yes,,
Commelinaceae,Cyanotis barbata,A dictionary of modern gardening / ,"Johnson, George William,Landreth, David.",(go to volume),1847,Page 184,,text,,,,,,,,
Commelinaceae,Cyanotis barbata,The flora of British India / ,"Hooker, Joseph Dalton,",v.6 (1894),1894,Page 385,,,,,,,yes,,,
Commelinaceae,Cyanotis barbata,"Flora simlensis; a handbook of the flowering plants of Simla and the neighbourhood, ","Collett, H. (Henry),Hemsley, William Botting William Botting Hemsley",(go to volume),1902,Page 534,,,,,yes,,,,,
Commelinaceae,Cyanotis barbata,Flora simlensis; a handbook of the flowering plants of Simla and the neighbourhood. ,"Collett, H. (Henry),",(go to volume),1921,Page 534,,,,,same as above,,,,,
Commelinaceae,Cyanotis barbata,"Flore des serres et des jardins de l'Europe :ou descriptions et figures des plantes les plus rares et les plus meÌritantes, nouvellement introduites sur le continent ou en Angleterre ... ","Van Houtte, Louis,",v.6 (1850-51),1850-1851,Page 338,,text,,,,,,,,
Commelinaceae,Cyanotis barbata,The freshwater swamp-forest of South Johore and Singapore / ,"Corner, E. J. H. (Edred John Henry)",[ser.4]:Suppl.1,1978,Page 178,,text,,,,,,,,
Commelinaceae,Cyanotis barbata,The freshwater swamp-forest of South Johore and Singapore / ,"Corner, E. J. H. (Edred John Henry)",[ser.4]:Suppl.1,1978,Page 243,,index,,,,,,,,
Commelinaceae,Cyanotis barbata,The Gardeners' chronicle :a weekly illustrated journal of horticulture and allied subjects. ,,n.s.:v.18 (1882),1882,(go to page),,list,,,,,,,,
Commelinaceae,Cyanotis barbata,"The Gardens' bulletin, Singapore. ",,[ser.4]:v.40,1987,Page 154,,index,,,,,,,,
Commelinaceae,Cyanotis barbata,"The Gardens' bulletin, Singapore. ",,[ser.4]:v.40,1987,Page 124,,,,yes,yes,,,,,
Commelinaceae,Cyanotis barbata,"The Gardens' bulletin, Singapore. ",,[ser.4]:v.45,1993,Page 53,,,,yes,,,,,,
